User_ID,Session_ID,Stage,Timestamp,Device,Region,Channel,Revenue,Bounce_Flage,Bounce_Flag
1555,c7a567a6-f0f3-4d96-8768-7d0d6753d3df,Visit,51:36.3,Tablet,East,Referral,0,Yes,
1556,a1f3cc97-1961-4527-b15b-878f8963974d,Visit,41:44.9,Mobile,South,Organic,0,Yes,
1557,cd284e57-701b-43bb-8428-30696bcb53c5,Visit,55:22.0,Mobile,North,Organic,0,Yes,
1558,d2f8e5cc-64de-4f98-af87-87a0c5664c1b,Add to Cart,29:51.0,Desktop,South,Organic,0,Yes,
1559,7419ef96-db98-4088-958f-6b5fc6371de1,View Product,04:13.6,Desktop,West,Paid,0,Yes,
1560,49cb8654-7ad6-46d2-9c55-46adaca8e2c1,Visit,44:52.9,Mobile,South,Referral,0,Yes,No
1561,259214d2-afc4-4a8a-a67c-2afd347e94ea,View Product,33:09.3,Desktop,South,Organic,0,Yes,
1562,851d86aa-3731-472f-a71a-d8b39adfff79,Visit,24:52.5,Mobile,East,Referral,0,Yes,
1563,c227cbfb-9103-4c15-bc8b-e1aba4716ffb,View Product,20:57.8,Tablet,West,Paid,0,Yes,
1564,71888adb-b571-4500-b133-1bb3e01fafcb,Add to Cart,46:34.3,Tablet,West,Referral,0,Yes,
1565,3b6623be-3556-43b0-a752-9bcab49ea38b,Visit,05:12.4,Mobile,North,Referral,0,Yes,
1566,dd2bc8cc-b4b1-4a93-b3c4-d834f2e90f94,Visit,48:48.0,Desktop,West,Referral,0,Yes,
1567,d619177c-be1f-43bb-818e-731f412b2daa,Visit,18:18.3,Desktop,South,Organic,0,Yes,
1568,4c88959e-3992-40ed-a371-209bd4d5174b,Visit,33:44.6,Desktop,West,Referral,0,Yes,
1569,a6f62478-296a-4f62-b0ac-eea98b8a7977,Visit,56:29.1,Desktop,East,Paid,0,Yes,
1570,81d93b89-cedd-4632-ac25-1629fe6eab8d,Visit,47:40.1,Mobile,South,Paid,0,Yes,
1571,ef0479ce-164a-4f42-89ee-1be31a66bf84,View Product,28:05.4,Tablet,South,Organic,0,Yes,
1572,9474ebcd-89e1-43a3-a472-dd150deb8ec4,Visit,27:08.2,Tablet,South,Referral,0,Yes,
1573,324e7c9e-3017-4caf-866b-2c43bfa4c43b,Visit,09:12.1,Desktop,South,Referral,0,Yes,
1574,04c9a01e-920e-4e9f-a8ac-782b1338c012,Visit,00:08.7,Tablet,South,Paid,0,Yes,
1575,a7590c5d-9c9f-4418-9ec0-07499df877bf,Visit,11:41.5,Tablet,South,Referral,0,Yes,
1576,47cc1f5f-95bd-42f1-8827-8ad84c4ca8d5,Visit,00:30.1,Desktop,West,Organic,0,Yes,
1577,93d5a107-8d74-44e3-8470-9dcf932029cf,Visit,32:21.0,Tablet,West,Organic,0,Yes,
1578,97cd15ae-5565-46c5-8448-b5b77dcdaa88,Visit,29:06.8,Desktop,South,Referral,0,Yes,
1579,210cf39b-66d8-4bb1-a3c7-e4affb7cb955,Visit,35:25.8,Mobile,East,Paid,0,Yes,
1580,0b9ff829-1492-4c49-b3db-634623da4a3f,View Product,20:41.2,Mobile,East,Referral,0,Yes,
1581,ebb07e3d-40d1-4bcf-b8a3-86b37b3fd415,Visit,37:45.1,Tablet,South,Paid,0,Yes,
1582,c9e84f6f-f7ff-4d8c-a109-101c4b999517,Visit,08:40.6,Mobile,North,Referral,0,Yes,
1583,1025dd7e-f9df-43da-afd4-3dbc9750ee14,Visit,22:27.4,Tablet,West,Paid,0,Yes,
1584,2e006778-66df-4eb1-8c68-819e9c831127,View Product,45:18.3,Tablet,South,Organic,0,Yes,
1585,d46e7ed5-bfbf-44c6-b294-bc7b8fd75dfe,Visit,29:14.1,Desktop,West,Paid,0,Yes,
1586,0ff3ac3b-ad15-461d-9a1a-d91d6b69363b,Visit,50:34.4,Tablet,West,Referral,0,Yes,
1587,fa13e6cd-1fd5-4078-835e-8a55499034cd,Visit,57:39.2,Tablet,West,Paid,0,Yes,
1588,cf54786b-d461-4d58-920a-7aaa0a4f5f83,Visit,15:01.5,Tablet,South,Organic,0,Yes,
1589,f33ee58c-cec9-4921-9351-01253792436b,Visit,53:04.3,Mobile,North,Paid,0,Yes,
1590,eeca3c98-e315-45fa-9fdb-3cd54a3ddc8e,Visit,44:47.7,Tablet,North,Organic,0,Yes,
1591,09f7e596-bbb8-4df9-ad97-5f407855f57c,Visit,07:51.1,Desktop,West,Referral,0,Yes,
1592,293786d2-f554-44c2-91b2-4a76a1df89ba,Add to Cart,16:30.6,Tablet,West,Referral,0,Yes,
1593,a46d57cb-531f-4c78-81ac-d8d0475899a4,Visit,31:19.4,Tablet,West,Referral,0,Yes,
1594,b4eace02-e8f2-4825-b72c-cf997161b2e5,Add to Cart,19:44.2,Mobile,North,Paid,0,Yes,
1595,ba0712a8-7b5d-4edc-94ee-5936b8e13fe8,Visit,46:01.2,Mobile,West,Referral,0,Yes,
1596,1e6143ca-e4f3-4420-b050-d04a8ff0097f,Visit,55:15.2,Mobile,North,Referral,0,Yes,
1597,f3587813-1fef-4e8d-a53b-f74c0d3e21c1,Visit,43:20.8,Tablet,East,Paid,0,Yes,
1598,eedb36c3-b913-4e94-ab77-6fcbbd1bdae3,Visit,41:53.9,Tablet,East,Referral,0,Yes,
1599,074191a1-3764-45a3-9aaa-565518d48018,Visit,45:59.1,Tablet,East,Paid,0,Yes,
1600,13a69c10-ae1f-4c0f-afe9-28e2858ffa3d,View Product,00:24.6,Desktop,South,Organic,0,Yes,
1601,3c76d8a4-c515-4496-a55a-e9ac3a8cddec,View Product,01:25.4,Mobile,North,Referral,0,Yes,
1602,3a315804-05e5-4fb6-98e6-a12717c926e1,Visit,26:53.3,Mobile,West,Organic,0,Yes,
1603,7455c61b-c593-40af-95b0-238afcab114b,View Product,06:33.6,Mobile,North,Referral,0,Yes,
1604,195cdb22-f370-41ed-a784-d970e2aba0d5,Visit,59:43.7,Mobile,East,Organic,0,Yes,
1605,20049be5-d04a-4e61-9c32-5957a68ebd43,Visit,17:47.8,Mobile,East,Referral,0,Yes,
1606,3ef20039-9bf1-4230-8963-5d911d9bd6c2,Visit,27:09.7,Tablet,North,Paid,0,Yes,
1607,51573960-51bc-4cd5-951e-6a5d366114ee,Visit,19:27.4,Desktop,South,Referral,0,Yes,
1608,c66929f2-985c-41c3-b021-261ae277ce16,Visit,01:25.7,Desktop,North,Organic,0,Yes,
1609,3fe1c777-1180-4c70-9e41-303ea0290ab8,Visit,51:19.2,Desktop,North,Paid,0,Yes,
1610,64f639cb-88d2-4955-a37f-df72c0af4e28,Visit,44:25.3,Mobile,South,Organic,0,Yes,
1611,260c9e41-91f9-4edb-ae8a-4c84456910aa,View Product,19:42.0,Mobile,East,Organic,0,Yes,
1612,fa599158-80ed-424e-ae25-aedd77db42d8,Visit,40:01.3,Mobile,East,Referral,0,Yes,
1613,98dc6448-da98-42c4-9e40-b2299006238a,Visit,16:20.9,Mobile,South,Paid,0,Yes,
1614,9c102b9d-42a7-4998-af70-733614442527,Visit,22:02.8,Mobile,East,Organic,0,Yes,
1615,c8af335c-d6cf-40ad-99af-b27a3e038dc7,Visit,51:47.7,Tablet,South,Referral,0,Yes,
1616,feaab360-a9ef-443d-899d-1f7e7ac74431,Visit,43:09.0,Desktop,East,Organic,0,Yes,
1617,d45069e8-5865-426a-99bc-c01835bca0d8,View Product,35:49.2,Desktop,West,Referral,0,Yes,
1618,53fe3d5b-f490-4ecf-aa08-a671e6b98fd0,Visit,05:17.1,Tablet,North,Paid,0,Yes,
1619,3c24c9a1-26a2-4849-977a-df02d22f4aa3,Visit,45:24.5,Desktop,West,Referral,0,Yes,
1620,7a5f323f-3bec-40a5-b897-2d8e0cf78286,Visit,02:10.3,Mobile,South,Referral,0,Yes,
1621,da7479e7-94b2-4c92-a14a-ff6a16350c98,Visit,59:12.0,Mobile,South,Paid,0,Yes,
1622,ccbd0a54-d2a3-4a9a-b19a-c599dd0c613c,Visit,28:20.9,Mobile,South,Referral,0,Yes,
1623,121ce530-85f2-403c-b498-39cca596d038,Visit,11:38.0,Tablet,West,Referral,0,Yes,
1624,a8c4935d-3798-4498-90b3-2592c23fbdfd,Visit,00:45.5,Tablet,South,Referral,0,Yes,
1625,87c4cce0-7bd8-4147-8d5f-42cc029568ae,Visit,52:48.5,Desktop,South,Organic,0,Yes,
1626,51e463e6-28dc-494d-84f7-09e699d0cbf1,Add to Cart,47:14.5,Mobile,North,Organic,0,Yes,
1627,d71dec46-ce44-4777-90db-f97adfc67dfe,Visit,14:27.3,Mobile,East,Organic,0,Yes,
1628,b1332e6c-815e-4662-a1aa-9d729af357d8,Visit,22:24.2,Desktop,South,Referral,0,Yes,
1629,4bfdf256-3868-4eb0-af99-89db5212349f,View Product,10:08.6,Desktop,North,Organic,0,Yes,
1630,19b62996-05df-4083-880d-fa92188f5581,Visit,27:08.6,Mobile,North,Organic,0,Yes,
1631,f0e62c9c-d88f-4dfa-b9a8-3f0bfdfd3b30,Visit,12:19.7,Mobile,East,Referral,0,Yes,
1632,f0dfb60d-9d19-4c56-a745-de27197e7056,Visit,56:59.8,Mobile,South,Paid,0,Yes,
1633,36bd920c-77ce-4dd9-8418-f1207cd6730f,Visit,57:59.7,Tablet,East,Paid,0,Yes,
1634,eca0a23f-5c9c-4850-8a07-3d24a156834b,Visit,56:51.4,Desktop,North,Organic,0,Yes,
1635,894a8d84-7783-4b59-8b75-8e9f76c5d070,Visit,48:41.3,Mobile,West,Organic,0,Yes,
1636,7e37a6d3-fd36-4ac3-a7b3-b1ccbb534609,View Product,30:35.2,Desktop,West,Referral,0,Yes,
1637,dfa74899-ded7-48ee-8ce9-63547455c8ec,Visit,51:04.3,Desktop,West,Paid,0,Yes,
1638,f9bfe302-bf7b-40a5-a88f-d3455b719d32,Visit,16:44.3,Desktop,East,Referral,0,Yes,
1639,dec425a7-8e46-4a58-93cf-3bdb1ceee35c,Visit,38:47.2,Mobile,North,Paid,0,Yes,
1640,4db47283-b003-4d5c-bc4f-54c209b9a1a8,Visit,00:37.1,Tablet,East,Paid,0,Yes,
1641,e48a5f8a-639c-4e0a-8657-71d54dc91797,Visit,25:56.9,Desktop,South,Organic,0,Yes,
1642,7483f270-e0d3-445c-a167-32f43796c55a,Visit,06:07.6,Tablet,South,Paid,0,Yes,
1643,50042923-0751-4712-b9fd-d28747b1cc3a,Visit,31:43.9,Mobile,North,Organic,0,Yes,
1644,ea499025-f486-437b-a377-860aad4f8869,View Product,09:09.1,Desktop,North,Organic,0,Yes,
1645,4e253498-08d3-4dec-ad62-198706ad2d67,Visit,46:22.1,Mobile,East,Referral,0,Yes,
1646,7ff5d9ed-b704-4d44-8cc8-cd70e8235efb,Visit,46:29.1,Desktop,East,Organic,0,Yes,
1647,baadb2b7-778a-46fc-8a87-5cc53c2dcd1e,Visit,34:43.4,Mobile,West,Referral,0,Yes,
1648,f0a370e3-5971-41d3-8ad5-91270b9ee640,Visit,28:53.7,Desktop,South,Referral,0,Yes,
1649,89f0dad6-65be-44f3-8aff-05f0898dad5e,Visit,18:21.2,Mobile,North,Organic,0,Yes,
1650,b42a6940-02a6-460f-a654-4bf4a537dbad,Visit,57:39.4,Mobile,West,Referral,0,Yes,
1651,0096150b-f5c2-484e-98b6-24bdba696d5b,Visit,24:34.6,Desktop,South,Organic,0,Yes,
1652,93511fd3-cca6-4c44-b92a-31388f5f8aa9,Visit,29:45.0,Mobile,West,Referral,0,Yes,
1653,f50b9831-8ebe-494d-96a3-c937479f3ce9,Visit,56:45.9,Desktop,West,Organic,0,Yes,
1654,34f5fbd8-694f-4df7-9093-7702c3956c65,Visit,59:47.0,Mobile,South,Organic,0,Yes,
1655,b3c0a309-72bc-4731-8d96-a34af2533289,Visit,10:13.2,Tablet,North,Organic,0,Yes,
1656,7308968f-312d-4e3b-ab99-cc22dcf3d42b,Visit,17:37.0,Tablet,North,Organic,0,Yes,
1657,1ab6b507-6162-4169-9682-88c548d794c0,Visit,25:03.4,Mobile,West,Organic,0,Yes,
1658,01a6b990-ea31-4ee0-a643-47010edf5904,Visit,07:13.3,Tablet,West,Paid,0,Yes,
1659,49dae96e-9d70-4788-8f13-922f7181f0f3,Visit,13:33.7,Mobile,South,Paid,0,Yes,
1660,9fc319a5-750b-4bc5-b55e-871a2bb96abd,Visit,46:07.0,Tablet,East,Referral,0,Yes,
1661,f44be9b2-0a8f-48da-bde7-01eecc43bac2,Visit,28:21.5,Mobile,West,Paid,0,Yes,
1662,77e5a209-935b-4cca-a191-f6c4a1c2e7ae,Visit,24:24.4,Tablet,West,Referral,0,Yes,
1663,1e09ce60-0953-4744-9f5d-a2d1a298266a,Visit,15:52.2,Tablet,South,Referral,0,Yes,
1664,26d34367-5d77-4618-b9f3-b5bcfef9cbb9,Visit,39:22.8,Tablet,South,Referral,0,Yes,
1665,e7565f57-762b-4750-afda-bb6d623261b8,Visit,50:05.0,Desktop,West,Organic,0,Yes,
1666,e42ae808-87b4-497b-b733-b3015a1d5b2c,View Product,54:22.5,Mobile,North,Referral,0,Yes,
1667,b30aad08-a68f-4d7a-bb5e-9f1741d98006,Visit,31:48.7,Mobile,West,Paid,0,Yes,
1668,2f4bc516-b476-45fa-8348-9808ef710572,Visit,15:38.7,Mobile,East,Organic,0,Yes,
1669,4afd34dd-2111-42db-9c97-f2ce0573b9fb,Visit,52:09.3,Desktop,West,Organic,0,Yes,
1670,317fb043-3781-4999-ae34-ce8257217c55,Visit,24:08.5,Tablet,West,Referral,0,Yes,
1671,7feb6c95-3052-4b03-8fe1-5585384a9a8a,Visit,40:10.7,Mobile,West,Referral,0,Yes,
1672,78b72fc5-676e-4bdb-ba58-13acde7b7091,Visit,54:59.8,Mobile,South,Paid,0,Yes,
1673,45d7434c-b69a-45d2-a405-6c6d04fc21f5,View Product,35:16.0,Desktop,North,Paid,0,Yes,
1674,8eba0bff-d2bc-4dce-89ce-4936e734a234,View Product,38:32.7,Desktop,North,Paid,0,Yes,
1675,e0abca8c-06f3-4b42-bce3-7c423b3fdb24,Visit,50:03.1,Mobile,East,Paid,0,Yes,
1676,49b3d65f-d31c-4f8b-b660-d3879f1e9ce5,Visit,47:19.5,Tablet,South,Paid,0,Yes,
1677,79ace9dd-4f6a-488a-b622-b9ddb45cd093,Visit,13:35.8,Tablet,East,Referral,0,Yes,
1678,e91f76fd-4c6e-4e2a-9e0c-6398f9097c93,Visit,32:43.0,Tablet,East,Paid,0,Yes,
1679,60d068da-22d9-4952-a5a1-c693d484b414,Visit,41:41.5,Tablet,South,Referral,0,Yes,
1680,8472db0c-6cc1-4f7f-b6df-7ad94d652c95,Visit,13:42.2,Tablet,South,Paid,0,Yes,
1681,62b6c712-30b2-4f77-ab9e-aa7e7a8ba8f3,View Product,44:49.0,Tablet,East,Paid,0,Yes,
1682,d4126111-b3b2-4b35-b629-4f1efbc52e7d,Visit,38:18.1,Desktop,West,Organic,0,Yes,
1683,e8001ad8-7dad-4196-a9ce-1568bb76ffad,Visit,26:23.0,Desktop,East,Paid,0,Yes,
1684,ec13d41a-bff9-4509-9ffe-ca8c3e14c756,Visit,59:02.6,Tablet,South,Referral,0,Yes,
1685,8f3b04f2-8541-4b64-a5b4-034e14875681,Visit,10:31.6,Desktop,West,Organic,0,Yes,
1686,79c19daf-05c7-4339-af4a-18a4e281d7d4,Visit,32:40.4,Desktop,North,Paid,0,Yes,
1687,c3c8b71c-3b8d-4732-acc2-b93a47052dea,Visit,07:46.5,Desktop,East,Paid,0,Yes,
1688,05a3d306-a704-47f7-a8a7-5bc54879083d,Visit,33:42.9,Mobile,West,Paid,0,Yes,
1689,882be16c-abdd-4ef7-87a7-b903cd36b17b,Visit,01:47.5,Tablet,South,Referral,0,Yes,
1690,2bac3775-b563-407c-91ad-e4e38a66dbaf,Visit,54:25.1,Desktop,East,Paid,0,Yes,
1691,c5f9e000-96a8-4cbd-8dd2-f65941415447,Visit,17:09.9,Desktop,North,Paid,0,Yes,
1692,834e7d8f-d8af-4dd8-9255-7711db9b8f9d,Visit,34:45.9,Tablet,North,Referral,0,Yes,
1693,26e89e5a-f2bd-4f37-90b6-5e3a568d8e7d,Visit,08:16.1,Desktop,North,Paid,0,Yes,
1694,720b2e79-0b32-46dd-bbc0-7fdfe939dc92,Visit,37:41.9,Tablet,South,Paid,0,Yes,
1695,bc7a2d44-9602-4856-a27c-90ac6b5fd1a9,Visit,59:19.2,Desktop,West,Referral,0,Yes,
1696,18a2a451-7c65-4026-bcfc-a2586cdb8b63,Visit,07:34.9,Tablet,East,Paid,0,Yes,
1697,a5d74e44-735d-49ee-938f-70e1f404093e,Visit,23:13.2,Desktop,South,Organic,0,Yes,
1698,3b296ce6-949d-43a7-80f6-2bf6d9bcc18b,Visit,56:38.9,Desktop,North,Organic,0,Yes,
1699,a2abdd90-20da-4ac2-bd69-15e6ea84c639,Visit,03:52.6,Desktop,North,Paid,0,Yes,
1700,5c099474-c81e-4e17-8b9d-f9751fce8afc,Visit,46:58.5,Mobile,South,Paid,0,Yes,
1701,b1604298-470b-4e4b-a07b-34352aada565,Visit,41:38.6,Desktop,East,Organic,0,Yes,
1702,31f7624e-90be-404f-aff5-4399fd0aa6c0,Visit,29:53.6,Desktop,South,Paid,0,Yes,
1703,44397e5c-7eca-4d48-b2df-86d0c17abd7a,Visit,25:05.7,Desktop,South,Paid,0,Yes,
1704,d29eb4b8-0ce8-474d-86a4-e7b28d54a55d,Visit,24:19.5,Mobile,North,Organic,0,Yes,
1705,b849874b-213a-4b51-b161-46a89c3ff232,View Product,11:34.0,Desktop,North,Organic,0,Yes,
1706,f938a1e5-8fe4-4330-a1f7-ee3d8b41594c,Visit,57:21.6,Tablet,West,Referral,0,Yes,
1707,7cbe9026-97ac-4f8e-a000-3aba94a9277b,Visit,08:25.5,Desktop,East,Organic,0,Yes,
1708,bef88684-ef61-4177-8bb8-910638ea873d,Visit,49:58.9,Mobile,West,Organic,0,Yes,
1709,0588ed08-6867-4ccd-b736-0e6abb3e4b5f,Visit,06:00.9,Mobile,West,Organic,0,Yes,
1710,f0403c0c-4265-47f3-b59f-c401ea5be008,View Product,32:45.8,Tablet,East,Organic,0,Yes,
1711,04842817-2b7c-4675-813a-f0e72dcbf85a,Visit,00:57.5,Mobile,South,Referral,0,Yes,
1712,3d4fe44c-3784-4184-af9f-446c68073584,Visit,45:06.4,Mobile,North,Paid,0,Yes,
1713,71511900-ef08-4ce3-a3b2-7753fcbaa603,Visit,29:53.0,Tablet,West,Referral,0,Yes,
1714,9a4e5501-3a3d-4747-8048-bbe7c5d190b4,Visit,18:58.4,Tablet,North,Organic,0,Yes,
1715,724c00d0-ed6d-42c5-92a5-93eb91beda29,Visit,27:43.7,Desktop,South,Organic,0,Yes,
1716,f0b6a35a-c8ff-4dab-9b25-e7826e3bc83f,View Product,07:14.6,Tablet,South,Organic,0,Yes,
1717,5d0f64c6-a2fb-44af-9dc5-44241d12236a,View Product,18:07.8,Tablet,North,Referral,0,Yes,
1718,76ca6ef4-e2c3-45e5-bb14-da52079ab734,View Product,39:25.2,Tablet,West,Referral,0,Yes,
1719,6b7e2183-d7a3-4265-9f8f-aefef86abd82,View Product,52:15.2,Tablet,North,Referral,0,Yes,
1720,648f0271-7195-4e95-a9be-fb15bbf99ea6,Visit,58:16.8,Tablet,East,Organic,0,Yes,
1721,63f3a882-6690-4f4b-9cdb-8732e2eaa413,View Product,15:19.5,Desktop,West,Referral,0,Yes,
1722,1d95b29b-93c8-4377-b4f1-36fe2f23794b,Visit,33:55.8,Tablet,East,Paid,0,Yes,
1723,c854cdb2-a9be-434e-b2a8-f62e24198602,Visit,48:45.7,Mobile,North,Organic,0,Yes,
1724,e83ff71d-33cb-4430-9366-cc3eebe1f89b,Visit,59:06.7,Tablet,North,Organic,0,Yes,
1725,8c453dcb-87ac-4d38-8923-12c60544798e,Visit,17:53.7,Tablet,North,Paid,0,Yes,
1726,417a4de2-46a3-43bb-a514-19a328229792,Visit,45:35.5,Mobile,North,Referral,0,Yes,
1727,362aa71f-ee78-45e3-b323-1d21b4045257,Visit,35:51.7,Desktop,West,Organic,0,Yes,
1728,34331c41-8ae5-4a91-ba77-3fcf1a9efe39,Visit,05:47.2,Tablet,North,Paid,0,Yes,
1729,fa9618c3-12a2-4257-8e42-591fc91ec62e,Visit,27:50.9,Desktop,South,Organic,0,Yes,
1730,cf9f57e3-2d56-4d4f-9c02-d487b1c0d759,Visit,26:17.2,Mobile,West,Referral,0,Yes,
1731,908c558a-17eb-4bd3-9ec6-efda3860dba9,Visit,24:50.9,Tablet,West,Referral,0,Yes,
1732,62e1d39a-ec12-40ef-8830-784788b17d8f,Visit,59:54.3,Desktop,North,Referral,0,Yes,
1733,6104d300-bb0b-41c5-9356-e1d6661a80a2,Visit,00:47.8,Mobile,East,Referral,0,Yes,
1734,897a3081-db08-4acf-8d2f-718eae73b3ba,Visit,54:49.4,Mobile,North,Paid,0,Yes,
1735,146cece4-629a-4bcc-8e13-ca5831dcf5cc,Visit,14:38.3,Mobile,South,Paid,0,Yes,
1736,7a6375e3-d4a0-4e99-8780-cba1281997b6,Visit,40:58.4,Mobile,West,Organic,0,Yes,
1737,94b97456-3120-4b2a-a772-bef4031c53e8,Visit,07:06.2,Mobile,East,Paid,0,Yes,
1738,b94cfb8e-cb2e-48f6-8827-d462aaaacae3,Visit,02:21.7,Desktop,North,Referral,0,Yes,
1739,d17c4e4a-ee85-4243-af46-d344f5abf7e0,Visit,15:44.1,Tablet,East,Organic,0,Yes,
1740,cb2e2887-159c-4732-aa4b-f0fc831169f9,Visit,50:19.4,Tablet,South,Organic,0,Yes,
1741,da600acf-67eb-4059-8ed8-df68e96de4c2,View Product,30:20.3,Desktop,East,Referral,0,Yes,
1742,e5de7477-51e2-4391-8d24-010a1a8fb0c2,Visit,49:49.4,Tablet,North,Paid,0,Yes,
1743,29681600-7cf1-4fa7-9583-5adb870caca7,Visit,48:29.9,Mobile,West,Paid,0,Yes,
1744,64c20f40-871c-4252-b648-20f56f6e3c33,Visit,13:45.2,Mobile,North,Paid,0,Yes,
1745,f6b8e66f-fdc4-4e65-b06b-d449162c6a58,Visit,09:03.2,Mobile,South,Referral,0,Yes,
1746,0e4271e4-4990-4dbf-8982-c6fbb4a002d6,Visit,45:34.8,Mobile,East,Referral,0,Yes,
1747,5d2d852d-7f57-40e7-b786-79d600510486,Visit,44:07.1,Mobile,South,Paid,0,Yes,
1748,74901ace-ce23-4b0f-974f-fc5deee31075,Visit,46:39.9,Tablet,East,Organic,0,Yes,
1749,e3eea870-f215-4732-a12c-5a442cf91271,View Product,54:21.7,Tablet,West,Paid,0,Yes,
1750,17ed2b0d-ff16-469b-af17-cea240890008,Visit,10:37.8,Mobile,West,Referral,0,Yes,
1751,6a495a50-55bf-4e7c-80b5-fa4a40fd2cfb,Visit,51:57.9,Desktop,East,Paid,0,Yes,
1752,69ea9ae2-1072-4462-8d5b-8dd02c7e2da3,Visit,24:53.8,Mobile,East,Referral,0,Yes,
1753,4d24bad5-d061-49c7-a205-72d1e9036f65,Visit,42:31.5,Mobile,North,Organic,0,Yes,
1754,fdcdc370-b57b-408c-a6c2-c1be4b0fdaf8,Visit,05:32.8,Mobile,North,Organic,0,Yes,
1755,350b9daf-f985-4ef3-9940-d81712bdaffb,Visit,50:59.6,Tablet,North,Organic,0,Yes,
1756,12839032-fea6-45e5-b33b-3f6d92d87e51,Visit,04:24.4,Desktop,South,Paid,0,Yes,
1757,ab220b7a-8d98-430a-802e-aa772096a7fe,Visit,17:59.5,Tablet,West,Organic,0,Yes,
1758,9680d3b5-957b-4977-aaab-aa8815261420,Visit,32:09.1,Tablet,North,Paid,0,Yes,
1759,ed952b4f-521d-4f45-b481-e380447e1585,View Product,24:43.1,Tablet,West,Referral,0,Yes,
1760,e40c74b4-6e22-4a10-9062-8ea5b3a32801,Visit,47:06.3,Tablet,South,Paid,0,Yes,
1761,1076d23e-0740-4a6b-920e-3033f45ac060,Visit,02:48.2,Mobile,East,Referral,0,Yes,
1762,3d5352cd-e5fd-4198-95e2-368c7df15c93,Visit,32:35.3,Tablet,East,Referral,0,Yes,
1763,560aec33-4216-47d3-8321-d97155629de3,Visit,23:00.9,Desktop,West,Organic,0,Yes,
1764,c10213f3-a59b-4bf9-aacf-9a23789f87ee,Visit,06:02.2,Tablet,South,Referral,0,Yes,
1765,62e865aa-1a8f-4e66-aa89-35a36337abaf,Visit,52:58.1,Mobile,South,Paid,0,Yes,
1766,47818b37-d748-422e-81df-915185b5cf6f,Visit,32:11.9,Desktop,East,Organic,0,Yes,
1767,80a63335-58d0-4c23-8628-54b4c8121ec1,Visit,17:40.5,Mobile,North,Organic,0,Yes,
1768,a52e2a68-8308-456f-a264-2f6119febd51,Visit,45:34.2,Tablet,South,Paid,0,Yes,
1769,e7860122-7ec7-4dd9-ba28-194ede705e33,Visit,18:53.4,Tablet,North,Referral,0,Yes,
1770,7ef438f2-a40c-4a20-b997-e44573b54dc9,View Product,07:10.9,Desktop,East,Paid,0,Yes,
1771,aa6443ad-fdc6-411c-b6c0-ec9be769d439,Visit,00:27.8,Tablet,East,Organic,0,Yes,
1772,4e80c7ad-7bcb-4f06-93c0-254e744ac273,Visit,03:14.9,Tablet,East,Referral,0,Yes,
1773,a1643005-9acd-41b4-96ca-a31e46807249,Visit,11:33.3,Mobile,North,Organic,0,Yes,
1774,53683152-b973-4e29-bee3-d73c126c08d4,Visit,08:09.4,Desktop,South,Organic,0,Yes,
1775,b77e0d59-0c85-422e-83e4-81d0278f18b5,Visit,19:45.4,Mobile,West,Paid,0,Yes,
1776,83ccba06-cb30-42ac-9d86-7915a9459e27,Visit,00:55.3,Tablet,West,Paid,0,Yes,
1777,73d7e24b-711b-430f-9ee0-1a29a55d3274,Visit,06:16.9,Mobile,South,Organic,0,Yes,
1778,e2509404-89e5-485d-88c8-4c9750b047e9,Visit,00:27.9,Desktop,East,Referral,0,Yes,
1779,4813b25b-5e63-4e55-9ad2-62a12be2fe52,Visit,43:26.4,Mobile,East,Organic,0,Yes,
1780,d3a443b9-6f7c-4d4f-bfe8-91fc4ae4877c,Visit,35:25.6,Tablet,East,Paid,0,Yes,
1781,0ae30f6d-8664-4ed1-a2c2-2983fcb8cab6,Visit,43:14.9,Tablet,South,Organic,0,Yes,
1782,b141f4aa-53a3-4845-a122-a44c3195ca86,Visit,39:23.8,Desktop,North,Organic,0,Yes,
1783,4a861430-57b1-4fda-9881-aec67872a83b,Visit,54:44.3,Tablet,West,Paid,0,Yes,
1784,212404eb-81cd-4b0f-a4a1-6d144aa3d14d,Visit,58:45.8,Desktop,South,Referral,0,Yes,
1785,95221047-b13e-497f-b26d-838d9ccd3f08,View Product,16:38.9,Desktop,East,Paid,0,Yes,
1786,86d871c5-3483-40c9-a856-853e76e18535,Visit,55:21.1,Tablet,South,Referral,0,Yes,
1787,7c235226-3e4d-4e3d-a173-5c9c788ac229,View Product,57:38.0,Tablet,South,Paid,0,Yes,
1788,9efb9d54-658c-40d3-af8d-7a061e9905f1,Visit,12:19.3,Desktop,West,Referral,0,Yes,
1789,82b34f53-4651-4fc8-8e38-e087f235c33b,View Product,13:58.9,Mobile,West,Referral,0,Yes,
1790,9c2f949a-40d8-41c8-a4b6-3d3e98ac19df,Visit,42:23.8,Desktop,South,Referral,0,Yes,
1791,a60f1d72-c191-438f-9706-8dff3f1bf15a,Visit,31:27.0,Tablet,East,Paid,0,Yes,
1792,0662ef55-a6e5-450d-8c39-610e8aaff61a,Visit,58:03.7,Desktop,North,Paid,0,Yes,
1793,de1b43a8-0def-4ba5-87d4-3e2ee1492ae0,Visit,21:50.3,Tablet,North,Paid,0,Yes,
1794,881e3278-f822-41d5-99bc-dbb1a57a17f0,View Product,58:50.0,Mobile,South,Referral,0,Yes,
